LEAID,LEA_NAME,STATE_ABBR,LOCALE,TOTAL,FREE_REDUCED_LUNCH_ELIGIBLE,ENGLISH_LEARNERS,LEA_TYPE
1734540,Rockton SD 140,IL,23,1579,,,1
1734590,Rome CCSD 2,IL,42,286,,,1
1734620,Rondout SD 72,IL,21,151,,,1
1734650,Rooks Creek CCSD 425,IL,42,52,,,1
1734710,Roselle SD 12,IL,21,707,,,1
1734740,Schaumburg CCSD 54,IL,13,15298,,,1
1734770,Rosemont ESD 78,IL,21,221,,,1
1734870,Rossville-Alvin CUSD 7,IL,42,409,,,1
1734990,Round Lake CUSD 116,IL,21,6103,,,1
1735010,Roxana CUSD 1,IL,23,1708,,,1
1735100,Rutland CCSD 230,IL,41,70,,,1
1735160,Salem SD 111,IL,33,949,,,1
1735190,Salem CHSD 600,IL,33,706,,,1
1735220,Salt Creek SD 48,IL,21,499,,,1
1735310,Sandoval CUSD 501,IL,41,429,,,1
1735340,Sandridge SD 172,IL,21,423,,,1
1735370,Sandwich CUSD 430,IL,21,1872,,,1
1735400,Saratoga CCSD 60C,IL,31,786,,,1
1735460,CCSD 168,IL,21,1243,,,1
1735610,Scales Mound CUSD 211,IL,42,257,,,1
1735640,Schiller Park SD 81,IL,21,1344,,,1
1735770,Selmaville CCSD 10,IL,41,223,,,1
1735820,Seneca CCSD 170,IL,42,465,,,1
1735850,Seneca Twp HSD 160,IL,42,378,,,1
1735940,Sesser-Valier CUSD 196,IL,42,548,,,1
1735970,Indian Creek CUSD 425,IL,42,750,,,1
1736090,Shelbyville CUSD 4,IL,32,1248,,,1
1736180,Sherrard CUSD 200,IL,42,1305,,,1
1736210,Shiloh Village SD 85,IL,21,576,,,1
1736240,Shirland CCSD 134,IL,42,99,,,1
1736300,ESD 159,IL,21,1653,,,1
1736330,Signal Hill SD 181,IL,21,291,,,1
1736360,Silvis SD 34,IL,21,591,,,1
1736450,Skokie SD 68,IL,13,1809,,,1
1736480,Skokie SD 69,IL,13,1842,,,1
1736510,Smithton CCSD 130,IL,42,541,,,1
1736570,Somonauk CUSD 432,IL,31,771,,,1
1736600,County of Winnebago SD 320,IL,23,895,,,1
1736610,Southeastern CUSD 337,IL,43,429,,,1
1736640,South Fork SD 14,IL,42,284,,,1
1736720,South Holland SD 150,IL,21,784,,,1
1736750,South Holland SD 151,IL,21,1319,,,1
1736780,South Pekin SD 137,IL,21,180,,,1
1736810,Burbank SD 111,IL,21,3257,,,1
1736840,South Wilmington CCSD 74,IL,42,73,,,1
1736900,Sparta CUSD 140,IL,43,1153,,,1
1736920,Spec Educ Assoc of Adams County,IL,33,,,,9
1736960,Spoon River Valley CUSD 4,IL,42,236,,,1
1737020,Spring Lake CCSD 606,IL,42,55,,,1
1737050,Spring Valley CCSD 99,IL,32,632,,,1
1737080,Springfield SD 186,IL,12,13014,,,1
1737170,St Charles CUSD 303,IL,21,11731,,,1
1737230,St Elmo CUSD 202,IL,43,390,,,1
1737320,St George CCSD 258,IL,41,395,,,1
1737350,Triad CUSD 2,IL,41,4009,,,1
1737380,St Joseph CCSD 169,IL,42,748,,,1
1737410,St Joseph Ogden CHSD 305,IL,42,457,,,1
1737440,St Libory Cons SD 30,IL,42,65,,,1
1737470,St Rose SD 14-15,IL,42,167,,,1
1737490,Stark County CUSD 100,IL,42,669,,,1
1737590,Staunton CUSD 6,IL,32,1165,,,1
1737650,Steeleville CUSD 138,IL,42,471,,,1
1737680,Steger SD 194,IL,21,1507,,,1
1737800,Steward ESD 220,IL,42,57,,,1
1737830,Stewardson-Strasburg CUD 5A,IL,43,433,,,1
1737860,Central Stickney SD 110,IL,21,262,,,1
1737980,Stockton CUSD 206,IL,43,490,,,1
1738070,Woodland CUSD 5,IL,41,458,,,1
1738100,Streator Twp HSD 40,IL,32,764,,,1
1738130,Sullivan CUSD 300,IL,32,1148,,,1
1738190,Summersville SD 79,IL,33,283,,,1
1738220,Summit Hill SD 161,IL,21,2333,,,1
1738370,Sunnybrook SD 171,IL,21,1025,,,1
1738400,Sunset Ridge SD 29,IL,21,515,,,1
1738460,Sycamore CUSD 427,IL,23,3720,,,1
1738490,V I T CUSD 2,IL,43,327,,,1
1738520,Taft SD 90,IL,21,272,,,1
1738550,Tamaroa School Dist 5,IL,42,100,,,1
1738700,Taylorville CUSD 3,IL,32,2172,,,1
1738760,Teutopolis CUSD 50,IL,33,1125,,,1
1738790,Thomasboro CCSD 130,IL,31,148,,,1
1738910,Thornton SD 154,IL,21,249,,,1
1738940,Thornton Fractional Twp HSD 215,IL,21,3228,,,1
1738970,Thornton Twp HSD 205,IL,21,4509,,,1
1739030,CCSD 146,IL,21,2325,,,1
1739090,Cumberland CUSD 77,IL,43,972,,,1
1739120,Tolono CUSD 7,IL,41,1487,,,1
1739180,Tonica CCSD 79,IL,42,98,,,1
1739390,Tremont CUSD 702,IL,41,883,,,1
1739420,Wesclin CUSD 3,IL,42,1288,,,1
1739450,Tri City CUSD 1,IL,42,564,,,1
1739460,Tri-County Spec Educ Assoc,IL,13,,,,9
1739480,Tri Point CUSD 6-J,IL,42,343,,,1
1739510,Troy CCSD 30C,IL,21,3971,,,1
1739600,Tuscola CUSD 301,IL,32,904,,,1
1739630,Century CUSD 100,IL,42,331,,,1
1739660,Union SD 81,IL,21,143,,,1
1739780,Union Ridge SD 86,IL,21,664,,,1
1739870,United Twp HSD 30,IL,21,1862,,,1
1739930,Unity Point CCSD 140,IL,41,620,,,1
1739960,Urbana SD 116,IL,13,4197,,,1
1740070,Valley View CUSD 365U,IL,13,14710,,,1
1740080,Valmeyer CUSD 3,IL,42,335,,,1
1740140,Vandalia CUSD 203,IL,33,1465,,,1
1740200,Venice CUSD 3,IL,21,62,,,1
1740220,Vermilion Assoc for Spec Educ,IL,32,,,,9
1740260,Vienna SD 55,IL,42,386,,,1
1740290,Vienna HSD 133,IL,42,332,,,1
1740320,Villa Grove CUSD 302,IL,42,599,,,1
1740350,SD 45 DuPage County,IL,21,3162,,,1
1740410,Virginia CUSD 64,IL,42,336,,,1
1740440,CHSD 94,IL,21,2040,,,1
1740470,Wabash CUSD 348,IL,32,1382,,,1
1740480,Wabash & Ohio Valley Sp Ed Dist,IL,42,,,,9
1740500,CCSD 89,IL,21,2260,,,1
1740530,Wallace CCSD 195,IL,42,420,,,1
1740620,Waltham CCSD 185,IL,42,246,,,1
1740650,Waltonville CUSD 1,IL,42,310,,,1
1740680,North Wamac SD 186,IL,33,122,,,1
1740740,Warren CUSD 205,IL,43,363,,,1
1740800,Warren Twp HSD 121,IL,21,3537,,,1
1740830,Warrensburg-Latham CUSD 11,IL,41,1014,,,1
1740890,Warsaw CUSD 316,IL,41,398,,,1
1740920,Lowpoint-Washburn CUSD 21,IL,42,313,,,1
1740980,Washington CHSD 308,IL,21,1399,,,1
1741010,District 50 Schools,IL,21,577,,,1
1741040,Washington SD 52,IL,21,820,,,1
1741070,Waterloo CUSD 5,IL,31,2767,,,1
1741190,Wauconda CUSD 118,IL,21,4186,,,1
1741250,Waukegan CUSD 60,IL,21,13640,,,1
1741280,Waverly CUSD 6,IL,42,329,,,1
1741360,Wayne City CUSD 100,IL,42,477,,,1
1741520,Calumet City SD 155,IL,21,966,,,1
1741550,West Chicago ESD 33,IL,21,3233,,,1
1741580,Frankfort CUSD 168,IL,33,1517,,,1
1741600,West Lincoln-Broadwell ESD 92,IL,32,217,,,1
1741690,Indian Prairie CUSD 204,IL,12,26108,,,1
1741700,West Northfield SD 31,IL,21,1010,,,1
1741750,West Washington Co CUD 10,IL,42,521,,,1
1741790,Westchester SD 92-5,IL,21,1041,,,1
1741820,Western Springs SD 101,IL,21,1416,,,1
1741980,CUSD 201,IL,21,1330,,,1
1742060,Wethersfield CUSD 230,IL,32,513,,,1
1742180,CUSD 200,IL,21,11639,,,1
1742210,Wheeling CCSD 21,IL,21,6298,,,1
1742240,North Greene CUSD 3,IL,43,837,,,1
1742300,Whiteside SD 115,IL,21,1155,,,1
1742310,Sterling CUSD 5,IL,32,3253,,,1
1742450,Williamsfield CUSD 210,IL,42,308,,,1
1742480,Williamsville CUSD 15,IL,22,1458,,,1
1742510,Willow Grove SD 46,IL,33,127,,,1
1742570,Willow Springs SD 108,IL,21,414,,,1
1742600,Wilmette SD 39,IL,21,3288,,,1
1742630,Wilmington CUSD 209U,IL,31,1261,,,1
1742660,Winchester CUSD 1,IL,43,567,,,1
1742690,Windsor CUSD 1,IL,42,359,,,1
1742720,Winfield SD 34,IL,21,311,,,1
1742790,Winnebago CUSD 323,IL,41,1267,,,1
1742810,Winnebago County Spec Educ Coop,IL,23,,,,9
1742840,Winnetka SD 36,IL,21,1803,,,1
1742900,Winthrop Harbor SD 1,IL,21,586,,,1
1742960,Wolf Branch SD 113,IL,21,823,,,1
1742990,Shawnee CUSD 84,IL,42,270,,,1
1743020,Wood Dale SD 7,IL,21,890,,,1
1743050,Wood River-Hartford ESD 15,IL,23,579,,,1
1743110,Woodland CCSD 50,IL,21,4563,,,1
1743330,Woodstock CUSD 200,IL,31,6097,,,1
1743380,Worth SD 127,IL,21,1015,,,1
1743800,Zeigler-Royalton CUSD 188,IL,42,489,,,1
1743860,Zion ESD 6,IL,21,2176,,,1
1743890,Zion-Benton Twp HSD 126,IL,21,2533,,,1
1743960,Yorkville CUSD 115,IL,21,7174,,,1
1743962,Midwest Central CUSD 191,IL,42,848,,,1
1743963,Belleville Area Special Services,IL,21,,,,9
1743965,Exc Children Have Opportunities,IL,21,,,,9
1743966,St. Anne Unit District 24,IL,42,472,,,1
1800006,Indiana Department of Correction,IN,11,381,,,5
1800007,Greene-Sullivan Sp Ed Coop,IN,32,0,,,8
1800008,White River Valley School District,IN,42,704,380,,1
1800009,Blue River Career Programs,IN,32,0,,,1
1800010,Greater Randolph Interlocal Coop,IN,32,0,,,8
1800011,Community Montessori Inc,IN,21,487,101,,7
1800013,Timothy L Johnson Academy,IN,11,440,364,,7
1800014,Irvington Community School,IN,11,326,230,,7
1800016,Options Charter Schools,IN,21,1043,47,,7
1800018,Christel House Academy South,IN,11,971,730,,7
1800020,West Central Education Service Ctr,IN,32,,,,4
1800021,Signature School Inc,IN,12,384,41,,7
1800023,IN Sch for the Blind & Vis Imprd,IN,11,93,58,,5
1800024,Indiana School For The Deaf,IN,11,311,266,,5
1800025,Thea Bowman Leadership Academy,IN,21,773,493,,7
1800027,Charter School of the Dunes,IN,21,836,564,,7
1800028,KIPP Indy College Prep Middle,IN,11,372,368,,7
1800030,MSD Southwest Allen County Schls,IN,21,7502,1867,,1
1800033,SE Neighborhood Sch of Excellence,IN,11,588,518,,7
1800034,Area 30 Career Center Edu Inter,IN,32,0,,,8
1800036,Lost River Career Cooperative,IN,43,0,,,8
1800037,Joshua Academy,IN,12,254,193,,7
1800038,Burris Laboratory School,IN,13,676,169,,8
1800040,Northern IN Education Center,IN,21,,,,4
1800041,Indiana Academy for Sci Math Hmn,IN,13,218,32,,8
1800042,Andrew J Brown Academy,IN,11,435,310,,7
1800045,Charles A Tindley Accelerated Sch,IN,11,309,225,,7
1800046,21st Century Charter Sch of Gary,IN,21,1180,913,,7
1800048,East Chicago Urban Enterprise Academy,IN,21,424,270,,7
1800050,Southern IN Education Center,IN,32,,,,4
1800051,Victory College Prep,IN,11,1058,890,,7
1800052,Gary Lighthouse Charter School,IN,21,1138,1125,,7
1800054,East Chicago Lighthouse Charter,IN,21,495,490,,7
1800057,Avondale Meadows Academy,IN,11,332,311,,7
1800058,Herron Charter,IN,11,981,430,,7
1800060,Adams Central Community Schools,IN,42,1357,364,,1
1800061,Geist Montessori Academy,IN,21,291,7,,7
1800064,Indianapolis Metropolitan High Sch,IN,11,194,143,,7
1800065,Renaissance Academy Charter School,IN,41,244,67,,7
1800067,IN Math & Science Academy,IN,11,554,399,,7
1800070,East Central Education Service Ctr,IN,32,,,,4
1800071,Aspire Charter Academy,IN,21,684,657,,7
1800077,Anderson Preparatory Academy,IN,13,777,508,,7
1800078,Old National Trail Spec Serv Coop,IN,32,0,,,8
1800079,Wabash River CTE Center,IN,42,,,,4
1800080,Wilson Education Center,IN,31,,,,4
1800082,Hammond Academy of Science & Tech,IN,21,578,393,,7
1800083,The Bloomington Project School,IN,13,317,108,,7
1800086,Paramount Brookside,IN,11,843,597,,7
1800088,Discovery Charter School,IN,21,536,213,,7
1800090,Wabash Valley Education Center,IN,13,,,,4
1800093,Excel Center - Michigan Street,IN,11,385,169,,7
1800094,IN Math & Science Academy - North,IN,11,657,448,,7
1800098,Indiana Connections Academy,IN,11,5376,2225,,7
1800099,Rock Creek Community Academy,IN,41,672,295,,7
1800101,Career Academy High School,IN,12,481,259,,7
1800102,Gary Middle College,IN,21,202,53,,7
1800105,Southside Sp Srvs Of Marion Co,IN,11,200,110,,8
1800107,Tri-Township Cons School Corp,IN,42,284,124,,1
1800108,Damar Charter Academy,IN,11,180,98,,7
1800110,Region 8 Education Service Center,IN,11,,,,4
1800113,Neighbors' New Vistas High School,IN,21,139,70,,7
1800116,Excel Center - Anderson,IN,13,321,102,,7
1800118,North Central Parke Comm Schl Corp,IN,42,1180,656,,1
1800120,Alexandria Community School Corp,IN,31,1374,642,,1
1800122,Christel House DORS,IN,11,1062,928,,7
1800123,Inspire Academy - A Sch of Inquiry,IN,13,201,192,,7
1800124,Phalen Leadership Academy - IN Inc,IN,11,247,182,,7
1800129,Canaan Community Academy,IN,42,195,38,,7
1800130,Northwest IN Education Center,IN,21,,,,4
1800131,Smith Academy for Excellence,IN,11,64,49,,7
1800133,Ripley-Ohio-Dearborn Sp Ed Coop,IN,41,0,,,8
1800134,Excel Center - Richmond,IN,32,239,145,,7
1800135,Excel Center - Kokomo,IN,13,392,248,,7
1800137,Enlace Academy,IN,11,686,561,,7
1800138,Excel Center - West,IN,11,410,88,,7
1800140,Central IN Education Service Ctr,IN,11,,,,4
1800142,Excel Center - Lafayette,IN,13,366,227,,7
1800145,Tindley Genesis Academy,IN,11,368,321,,7
1800146,Vision Academy,IN,11,391,369,,7
1800147,KIPP Indy Unite Elementary,IN,11,721,710,,7
1800148,Tindley Summit Academy,IN,11,312,233,,7
1800149,Christel House Academy West,IN,11,485,317,,7
1800150,Anderson Community School Corp,IN,13,6181,3988,,1
1800159,Excel Center - University Heights,IN,11,432,97,,7
1800161,Success Academy Primary School,IN,12,610,461,,7
1800163,Excel Center - Noblesville,IN,21,216,85,,7
1800164,Career Academy Middle School,IN,12,414,249,,7
1800165,Dugger Union Community School Corp,IN,42,559,346,,7
1800168,Mays Community Academy,IN,42,101,93,,7
1800169,Excel Center - South Bend,IN,12,296,34,,7
1800170,Global Preparatory Academy,IN,11,742,609,,7
1800171,Steel City Academy,IN,21,286,225,,7
1800172,ACE Preparatory Academy,IN,11,131,111,,7
1800175,Excel Center - Shelbyville,IN,32,131,85,,7
1800176,Seven Oaks Classical School,IN,22,566,114,,7
1800178,Higher Institute of Arts & Tech,IN,21,259,206,,7
1800179,Hoosier College and Career Academy,IN,21,1484,752,,7
1800180,Argos Community Schools,IN,42,639,342,,1
1800181,Circle City Prep Charter School,IN,11,418,395,,7
1800182,Excel Center - Clarksville,IN,21,329,203,,7
1800183,Purdue Polytechnic High School Ind,IN,11,600,385,,7
1800184,Avondale Meadows Middle School,IN,11,192,183,,7
1800185,Excel Center - Hammond,IN,21,205,16,,7
1800187,Herron-Riverside High School,IN,11,388,197,,7
1800188,James & Rosemary Phalen Leadership Academy Middle School,IN,11,296,217,,7
1800189,Otwell Miller Academy,IN,42,107,66,,7
1800191,Indiana Connections Career Academy,IN,11,942,404,,7
1800194,Matchbook Learning,IN,11,707,681,,7
1800196,Paramount Cottage Home,IN,11,381,259,,7
1800197,Excel Center - Muncie,IN,13,288,141,,7
1800198,Indiana Agriculture and Technology,IN,12,441,,,7
1800199,Allegiant Preparatory Academy,IN,11,166,114,,7
1800200,Excel Center - Gary,IN,21,125,4,,7
1800202,pilotED Schools,IN,11,225,153,,7
1800203,Timothy L. Johnson Academy Middle,IN,11,150,117,,7
1800204,PLA at George H Fisher School 93,IN,11,417,310,,7
1800205,Dynamic Minds Academy,IN,11,135,43,,7
1800206,KIPP Indy Legacy High,IN,11,349,342,,7
1800207,Invent Learning Hub,IN,11,221,208,,7
1800208,Paramount Englewood,IN,11,270,173,,7
1800209,Excel Center - Bloomington,IN,13,117,55,,7
1800210,Attica Consolidated School Corp,IN,42,537,300,,1
1800211,Purdue Polytechnic High Sch North,IN,11,229,114,,7
1800212,Borden-Henryville School Corporation,IN,42,1733,651,,1
1800213,Silver Creek School Corporation,IN,21,3214,1097,,1
1800214,Purdue Polytechnic High School South Bend,IN,12,138,85,,7
1800215,James and Rosemary Phalen Leadership Academy High School,IN,11,587,404,,7
1800216,Adelante Schools,IN,11,451,367,,7
1800217,The Hope Academy- Inc.,IN,11,31,20,,7
1800218,Phalen Leadership Academy at Francis Scott Key School 103,IN,11,689,510,,7
1800219,GEO Next Generation Academy,IN,11,,337,,7
1800220,The PATH School,IN,11,705,506,,7
1800222,Phalen Virtual Leadership Academy,IN,11,260,205,,7
1800223,BELIEVE Circle City High School,IN,11,269,3,,7
1800224,Rooted School Indianapolis,IN,11,150,111,,7
1800225,Phalen Leadership Academy at Louis B Russell School 48,IN,11,274,217,,7
1800226,Paramount Online Academy,IN,11,163,116,,7
1800227,Promise Prep,IN,21,144,94,,7
1800229,Lawrence County Independent Schools,IN,42,205,130,,7
1800230,The Nature School of Central Indiana,IN,21,175,9,,7
1800231,Herron Preparatory Academy,IN,11,428,156,,7
1800232,Excel Center - Elkhart,IN,13,260,21,,7
1800240,South Dearborn Community Sch Corp,IN,41,1849,872,,1
1800270,Avon Community School Corp,IN,21,10742,5197,,1
1800330,Barr-Reeve Community Schools Inc,IN,42,1029,295,,1
1800360,Bartholomew Con School Corp,IN,13,11657,5008,,1
1800390,Batesville Community School Corp,IN,41,2220,642,,1
1800420,Baugo Community Schools,IN,22,1849,816,,1
1800450,Beech Grove City Schools,IN,21,2790,1445,,1
1800480,Benton Community School Corp,IN,42,1601,923,,1
1800570,Blackford County Schools,IN,32,1412,916,,1
1800600,Bloomfield School District,IN,42,852,418,,1
1800630,Monroe County Community Sch Corp,IN,13,10480,4226,,1
1800660,Blue River Valley Schools,IN,42,620,326,,1
1800690,North Harrison Com School Corp,IN,42,2076,1036,,1
1800720,MSD Bluffton-Harrison,IN,32,1813,935,,1
1800750,MSD Boone Township,IN,42,996,423,,1
1800840,Clay Community Schools,IN,41,3995,1776,,1
1800900,Bremen Public Schools,IN,42,1497,719,,1
1800960,Brown County School Corporation,IN,42,1549,764,,1
1801020,Brownsburg Community School Corp,IN,21,10503,3713,,1
1801050,Brownstown Cnt Com Sch Corp,IN,42,1391,646,,1
1801060,C A Beard Memorial School Corp,IN,42,1077,372,,1
1801170,Cannelton City Schools,IN,32,216,129,,1
1801200,Carmel Clay Schools,IN,12,16145,2089,,1
1801230,Medora Community School Corp,IN,42,185,132,,1
1801290,Carroll Consolidated School Corp,IN,42,1023,466,,1
1801410,Caston School Corporation,IN,42,816,506,,1
1801440,Center Grove Community School Corp,IN,21,9736,2609,,1
1801470,Central Nine Career Center,IN,13,0,,,8
1801560,Centerville-Abington Com Schs,IN,32,1755,802,,1
1801590,DeKalb Co Ctl United Sch Dist,IN,41,3537,1636,,1
1801710,Central Noble Com School Corp,IN,42,1095,484,,1
1801740,Perry Central Com Schools Corp,IN,43,1275,502,,1
1801770,Randolph Central School Corp,IN,32,1408,620,,1
1801890,Clark-Pleasant Community Sch Corp,IN,21,7179,3955,,1
1801920,Clarksville Community School Corp,IN,21,7174,3507,,1
1802040,Northwestern School Corp,IN,41,1847,602,,1
1802130,Clinton Central School Corporation,IN,42,902,430,,1
1802160,Clinton Prairie School Corporation,IN,41,1153,530,,1
1802190,South Central Com School Corp,IN,42,986,356,,1
1802220,Cloverdale Community Schools,IN,42,3029,606,,1
1802280,Whitley County Con Schools,IN,41,3686,1121,,1
1802400,Concord Community Schools,IN,22,5212,3150,,1
1802420,Covered Bridge Spec Ed Dist,IN,13,0,,,8
1802430,Covington Community School Corp,IN,42,903,312,,1
1802440,Crawford County Community Sch Corp,IN,42,1235,770,,1
1802460,Crawfordsville Community Schools,IN,32,2730,1541,,1
1802490,Crown Point Community School Corp,IN,21,9147,2099,,1
1802520,Culver Community Schools Corp,IN,42,777,487,,1
1802550,Danville Community School Corp,IN,41,2795,981,,1
1802580,Daviess-Martin Special Ed Coop,IN,33,,,,4
1802610,Decatur County Community Schools,IN,41,1764,843,,1
1802640,MSD Decatur Township,IN,11,6485,3948,,1
1802660,Delaware Community School Corp,IN,41,2581,1275,,1
1802700,Delphi Community School Corp,IN,42,1311,715,,1
1802800,Duneland School Corporation,IN,21,5732,1606,,1
1802830,Zionsville Community Schools,IN,21,7971,623,,1
1802850,East Allen County Schools,IN,21,10136,5322,,1
1802880,School City of East Chicago,IN,21,3225,2321,,1
1802910,Lake Station Community Schools,IN,21,1030,783,,1
1802940,East Gibson School Corporation,IN,42,682,405,,1
1802970,East Noble School Corporation,IN,32,3345,1261,,1
1803000,East Washington School Corp,IN,42,1316,488,,1
1803030,Eastbrook Community Sch Corp,IN,42,1579,711,,1
1803060,DeKalb Co Eastern Com Sch Dist,IN,42,1241,627,,1
1803090,Eastern Greene Schools,IN,42,1111,565,,1
1803120,Eastern Hancock Co Com Sch Corp,IN,42,1219,432,,1
1803150,Eastern Howard School Corporation,IN,41,1603,608,,1
1803180,Randolph Eastern School Corp,IN,32,915,521,,1
1803210,Shelby Eastern Schools,IN,42,1292,555,,1
1803240,Edinburgh Community School Corp,IN,23,793,446,,1
1803270,Elkhart Community Schools,IN,13,10714,5715,,1
1803300,Elwood Community School Corp,IN,32,1462,982,,1
1803330,Eminence Community School Corp,IN,42,259,132,,1
1803450,Evansville Vanderburgh School Corp,IN,12,21589,10505,,1
1803480,Fairfield Community Schools,IN,22,2209,555,,1
1803510,Fayette County School Corporation,IN,32,3103,1968,,1
1803570,Flat Rock-Hawcreek School Corp,IN,42,982,489,,1
1803630,Fort Wayne Community Schools,IN,11,28549,18200,,1
1803660,Community Schools of Frankfort,IN,41,2972,1625,,1
1803690,Franklin Community School Corp,IN,21,4966,2309,,1
1803700,Franklin County Community Sch Corp,IN,42,1944,865,,1
1803720,Lanesville Community School Corp,IN,42,733,198,,1
1803750,Franklin Township Com Sch Corp,IN,11,11413,5627,,1
1803780,Fremont Community Schools,IN,42,979,413,,1
1803810,Frontier School Corporation,IN,42,666,229,,1
1803840,Garrett-Keyser-Butler Com Sch Corp,IN,31,1644,865,,1
1803870,Gary Community School Corp,IN,21,4383,2693,,1
1803930,Goshen Community Schools,IN,13,6242,4160,,1
1803940,Greater Clark County Schools,IN,21,10645,6096,,1
1803960,Greater Jasper Consolidated Schs,IN,32,3383,1309,,1
1803990,Greencastle Community School Corp,IN,32,1818,938,,1
1804050,Greenfield-Central Com Schools,IN,21,4370,1889,,1
1804080,Greensburg Community Schools,IN,32,2025,1062,,1
1804110,Greenwood Community Sch Corp,IN,13,4023,1919,,1
1804140,Monroe-Gregg School District,IN,41,1567,662,,1
1804170,Griffith Public Schools,IN,21,2015,1140,,1
1804230,Hamilton Community Schools,IN,42,375,184,,1
1804260,Hamilton Heights School Corp,IN,41,2341,733,,1
1804320,School City of Hammond,IN,21,10507,5511,,1
1804350,Hanover Community School Corp,IN,21,2831,542,,1
1804470,Western School Corporation,IN,41,2542,894,,1
1804500,Wes-Del Community Schools,IN,41,862,504,,1
1804560,School Town of Highland,IN,21,3165,1374,,1
1804590,School City of Hobart,IN,21,3978,2152,,1
1804620,River Forest Community Sch Corp,IN,21,1707,1281,,1
1804710,Huntington Co Com Sch Corp,IN,41,4874,2268,,1
1804770,Indianapolis Public Schools,IN,11,21055,12467,,1
1804800,Jac-Cen-Del Community Sch Corp,IN,43,781,397,,1
1804980,Jay School Corporation,IN,41,2950,1632,,1
1805190,Jennings County School Corporation,IN,41,3800,2463,,1
1805240,Earlywood Educational Services,IN,21,,,,4
1805280,Kankakee Valley School Corp,IN,42,3093,1433,,1
1805340,Knox Community School Corp,IN,42,1673,528,,1
1805370,Kokomo School Corporation,IN,13,5197,3138,,1
1805400,Lafayette School Corporation,IN,13,7090,4581,,1
1805450,Lake Central School Corporation,IN,21,8985,2285,,1
1805460,Lake Ridge New Tech Schools,IN,21,1550,1467,,1
1805520,Lakeland School Corporation,IN,42,1509,675,,1
1805550,Wawasee Community School Corp,IN,41,2638,1246,,1
1805580,La Porte Community School Corp,IN,13,6089,2628,,1
1805670,MSD Lawrence Township,IN,21,16747,8906,,1
1805700,Lawrenceburg Community School Corp,IN,31,2122,857,,1
1805790,Lebanon Community School Corp,IN,31,3701,1745,,1
1805880,Liberty-Perry Community Sch Corp,IN,41,1161,637,,1
1805910,Linton-Stockton School Corporation,IN,32,1393,656,,1
1806030,Logansport Community Sch Corp,IN,32,4488,3146,,1
1806060,Loogootee Community Sch Corp,IN,43,762,271,,1
1806080,MSD Warren County,IN,42,1332,656,,1
1806090,Maconaquah School Corp,IN,41,1883,1093,,1
1806100,Madison Area Ed Spec Srv Unit,IN,32,,,,4
1806120,Madison Consolidated Schools,IN,32,2651,1388,,1
1806240,Madison-Grant United School Corp,IN,42,2024,734,,1
1806270,Manchester Community Schools,IN,41,1377,661,,1
1806390,Marion Community Schools,IN,32,3668,2792,,1
1806480,Sheridan Community Schools,IN,41,1169,570,,1
1806510,MSD Martinsville Schools,IN,31,3998,2057,,1
1806570,Michigan City Area Schools,IN,13,5030,3441,,1
1806600,Middlebury Community Schools,IN,41,4028,1424,,1
1806630,Milan Community Schools,IN,42,1095,586,,1
1806660,Mill Creek Community Sch Corp,IN,42,1610,470,,1
1806840,School City of Mishawaka,IN,13,5063,1781,,1
1806870,Mississinewa Community School Corp,IN,32,2453,1498,,1
1806900,Mitchell Community Schools,IN,42,1476,925,,1
1807020,Cowan Community School Corp,IN,41,727,371,,1
1807080,Monroe Central School Corp,IN,41,1150,540,,1
1807110,Eastern Pulaski Community Sch Corp,IN,43,1057,544,,1
1807140,Mooresville Con School Corp,IN,21,4318,2012,,1
1807230,Yorktown Community Schools,IN,23,2793,1041,,1
1807260,Mt Vernon Community School Corp,IN,41,4940,1623,,1
1807290,MSD Mount Vernon,IN,31,1999,765,,1
1807320,Muncie Community Schools,IN,13,5126,3708,,1
