LEAID,LEA_NAME,STATE_ABBR,LOCALE,TOTAL,FREE_REDUCED_LUNCH_ELIGIBLE,ENGLISH_LEARNERS,LEA_TYPE
4815150,COOPER ISD,TX,43,903,618,,1
4815180,LUBBOCK-COOPER ISD,TX,41,8030,2361,,1
4815210,COPPELL ISD,TX,21,13233,542,,1
4815240,COPPERAS COVE ISD,TX,21,7761,4452,,1
4815270,CORPUS CHRISTI ISD,TX,11,33103,23922,,1
4815300,CORRIGAN-CAMDEN ISD,TX,43,834,593,,1
4815330,CORSICANA ISD,TX,32,5998,4613,,1
4815360,COTTON CENTER ISD,TX,42,100,62,,1
4815400,COTULLA ISD,TX,43,1157,994,,1
4815420,COUPLAND ISD,TX,42,323,222,,1
4815480,COVINGTON ISD,TX,42,353,198,,1
4815510,CRANDALL ISD,TX,41,6922,4257,,1
4815540,CRANE ISD,TX,43,1233,675,,1
4815570,CRANFILLS GAP ISD,TX,43,116,71,,1
4815600,CRAWFORD ISD,TX,42,596,93,,1
4815690,CROCKETT COUNTY CONSOLIDATED CSD,TX,43,621,399,,1
4815720,CROCKETT ISD,TX,33,1124,996,,1
4815750,CROSBY ISD,TX,41,7046,4121,,1
4815810,CROSS PLAINS ISD,TX,43,365,250,,1
4815840,CROSS ROADS ISD,TX,43,558,276,,1
4815870,CROWELL ISD,TX,43,189,110,,1
4815910,CROWLEY ISD,TX,11,17011,12908,,1
4815930,CRYSTAL CITY ISD,TX,33,1643,1334,,1
4815960,CUERO ISD,TX,32,1888,972,,1
4815990,CULBERSON COUNTY-ALLAMOORE ISD,TX,43,381,299,,1
4816020,CUMBY COLLEGIATE ISD,TX,42,463,237,,1
4816080,CUSHING ISD,TX,43,558,390,,1
4816110,CYPRESS-FAIRBANKS ISD,TX,21,117927,69352,,1
4816140,D'HANIS ISD,TX,42,290,96,,1
4816180,DAINGERFIELD-LONE STAR ISD,TX,43,1026,807,,1
4816200,DALHART ISD,TX,33,1846,1308,,1
4816230,DALLAS ISD,TX,11,139802,124788,,1
4816260,DAMON ISD,TX,42,107,78,,1
4816290,DANBURY ISD,TX,42,674,194,,1
4816320,DARROUZETT ISD,TX,43,86,59,,1
4816350,DAWSON ISD,TX,43,140,91,,1
4816380,DAWSON ISD,TX,43,628,398,,1
4816410,DAYTON ISD,TX,32,5675,4036,,1
4816440,DE LEON ISD,TX,43,654,340,,1
4816500,DECATUR ISD,TX,32,3786,1719,,1
4816530,DEER PARK ISD,TX,21,12165,5787,,1
4816570,DEKALB ISD,TX,43,898,597,,1
4816620,DEL VALLE ISD,TX,41,11715,10436,,1
4816650,DELL CITY ISD,TX,43,76,59,,1
4816710,DENISON ISD,TX,13,4977,3017,,1
4816740,DENTON ISD,TX,12,33329,16036,,1
4816770,DENVER CITY ISD,TX,43,1474,884,,1
4816860,DESOTO ISD,TX,21,5708,3688,,1
4816890,DETROIT ISD,TX,43,488,282,,1
4816920,DEVERS ISD,TX,42,191,57,,1
4816950,DEVINE ISD,TX,42,1972,1097,,1
4816980,DEW ISD,TX,43,171,83,,1
4817010,DEWEYVILLE ISD,TX,42,564,304,,1
4817040,DIBOLL ISD,TX,42,1582,1088,,1
4817070,DICKINSON ISD,TX,22,12554,7811,,1
4817100,DILLEY ISD,TX,43,841,668,,1
4817130,DIME BOX ISD,TX,43,156,122,,1
4817160,DIMMITT ISD,TX,43,1077,851,,1
4817190,DIVIDE ISD,TX,43,35,,,1
4817280,DODD CITY ISD,TX,42,308,113,,1
4817390,DONNA ISD,TX,21,12937,11941,,1
4817400,DOSS CONSOLIDATED CSD,TX,43,20,,,1
4817460,DOUGLASS ISD,TX,43,424,175,,1
4817550,DRISCOLL ISD,TX,42,398,272,,1
4817580,DUBLIN ISD,TX,42,1125,869,,1
4817610,DUMAS ISD,TX,33,4381,3112,,1
4817640,DUNCANVILLE ISD,TX,21,11562,9025,,1
4817700,EAGLE MT-SAGINAW ISD,TX,11,23982,11954,,1
4817730,EAGLE PASS ISD,TX,13,13820,10816,,1
4817760,EANES ISD,TX,21,7604,,,1
4817790,EARLY ISD,TX,33,1067,465,,1
4817830,EAST BERNARD ISD,TX,42,997,381,,1
4817850,EAST CENTRAL ISD,TX,41,11497,8057,,1
4817880,EAST CHAMBERS ISD,TX,42,1562,997,,1
4817960,EASTLAND ISD,TX,43,969,541,,1
4818000,ECTOR COUNTY ISD,TX,12,33663,25402,,1
4818030,ECTOR ISD,TX,42,234,123,,1
4818060,EDCOUCH-ELSA ISD,TX,31,4349,4015,,1
4818070,EDEN CISD,TX,43,222,137,,1
4818120,EDGEWOOD ISD,TX,43,1022,500,,1
4818150,EDGEWOOD ISD,TX,11,7849,7353,,1
4818180,EDINBURG CISD,TX,12,33343,26907,,1
4818210,EDNA ISD,TX,32,1531,978,,1
4818280,EL CAMPO ISD,TX,32,3279,2376,,1
4818300,EL PASO ISD,TX,11,48118,34283,,1
4818330,ELECTRA ISD,TX,42,442,295,,1
4818360,ELGIN ISD,TX,31,5959,4754,,1
4818390,ELKHART ISD,TX,42,1187,614,,1
4818480,ELYSIAN FIELDS ISD,TX,42,775,361,,1
4818540,ENNIS ISD,TX,32,6646,4325,,1
4818600,ERA ISD,TX,42,499,216,,1
4818690,EULA ISD,TX,42,503,198,,1
4818720,EUSTACE ISD,TX,42,1711,1068,,1
4818750,EVADALE ISD,TX,41,428,178,,1
4818780,EVANT ISD,TX,43,198,160,,1
4818810,EVERMAN ISD,TX,21,5018,4773,,1
4818840,EXCELSIOR ISD,TX,43,86,45,,1
4818890,EZZELL ISD,TX,43,128,66,,1
4818900,FABENS ISD,TX,31,1865,1689,,1
4818940,FAIRFIELD ISD,TX,43,1602,862,,1
4819020,FALLS CITY ISD,TX,43,442,94,,1
4819050,FANNINDEL ISD,TX,43,141,113,,1
4819080,FARMERSVILLE ISD,TX,42,2397,1353,,1
4819110,FARWELL ISD,TX,42,599,333,,1
4819140,FAYETTEVILLE ISD,TX,43,290,59,,1
4819170,FERRIS ISD,TX,21,3010,2339,,1
4819280,FLATONIA ISD,TX,43,676,299,,1
4819320,FLORENCE ISD,TX,42,1142,644,,1
4819350,FLORESVILLE ISD,TX,32,4062,2251,,1
4819380,FLOUR BLUFF ISD,TX,11,5559,2785,,1
4819440,FLOYDADA COLLEGIATE ISD,TX,43,671,472,,1
4819500,FOLLETT ISD,TX,43,182,95,,1
4819530,FORESTBURG ISD,TX,43,180,64,,1
4819560,FORNEY ISD,TX,41,18565,9005,,1
4819620,FORSAN ISD,TX,42,695,317,,1
4819650,FORT BEND ISD,TX,21,79663,37845,,1
4819700,FORT WORTH ISD,TX,11,70405,58188,,1
4819740,FRANKLIN ISD,TX,42,1462,580,,1
4819770,FRANKSTON ISD,TX,42,811,409,,1
4819820,FREER ISD,TX,43,709,626,,1
4819830,FRENSHIP ISD,TX,11,11770,5377,,1
4819840,FREDERICKSBURG ISD,TX,33,3030,1868,,1
4819950,FRIENDSWOOD ISD,TX,21,6194,287,,1
4819980,FRIONA ISD,TX,43,1016,784,,1
4820010,FRISCO ISD,TX,21,65289,9036,,1
4820040,FROST ISD,TX,42,462,264,,1
4820070,FRUITVALE ISD,TX,43,385,227,,1
4820100,FT DAVIS ISD,TX,43,682,,,1
4820130,FT HANCOCK ISD,TX,43,390,337,,1
4820160,FT SAM HOUSTON ISD,TX,11,1617,360,,1
4820190,FORT STOCKTON ISD,TX,33,13480,9406,,1
4820220,GAINESVILLE ISD,TX,41,3111,2062,,1
4820250,GALENA PARK ISD,TX,21,20862,18514,,1
4820280,GALVESTON ISD,TX,13,6383,4948,,1
4820310,GANADO ISD,TX,42,712,378,,1
4820340,GARLAND ISD,TX,21,51021,36759,,1
4820370,GARNER ISD,TX,42,357,191,,1
4820400,GARRISON ISD,TX,43,736,445,,1
4820460,GARY ISD,TX,42,476,312,,1
4820500,GATESVILLE ISD,TX,32,2668,1290,,1
4820520,GAUSE ISD,TX,42,134,103,,1
4820550,GEORGE WEST ISD,TX,43,1063,653,,1
4820600,GEORGETOWN ISD,TX,13,13881,5342,,1
4820610,GHOLSON ISD,TX,41,265,191,,1
4820640,GIDDINGS ISD,TX,43,1900,1119,,1
4820700,GILMER ISD,TX,31,2946,2002,,1
4820760,GLADEWATER ISD,TX,22,1636,1259,,1
4820790,GLASSCOCK COUNTY ISD,TX,43,293,,,1
4820850,GLEN ROSE ISD,TX,42,2119,787,,1
4820960,GODLEY ISD,TX,42,3195,1408,,1
4820970,GOLD BURG ISD,TX,42,148,85,,1
4821000,GOLDTHWAITE ISD,TX,43,516,260,,1
4821030,GOLIAD ISD,TX,42,1244,553,,1
4821060,GONZALES ISD,TX,32,2557,1855,,1
4821090,GOODRICH ISD,TX,42,266,251,,1
4821150,GOOSE CREEK CISD,TX,13,24032,17864,,1
4821180,GORDON ISD,TX,43,227,131,,1
4821270,GORMAN ISD,TX,43,242,172,,1
4821300,GRADY ISD,TX,42,241,39,,1
4821330,GRAFORD ISD,TX,43,339,175,,1
4821360,GRAHAM ISD,TX,33,2148,1047,,1
4821390,GRANBURY ISD,TX,32,7962,4129,,1
4821420,GRAND PRAIRIE ISD,TX,21,26129,19155,,1
4821450,GRAND SALINE ISD,TX,42,1211,612,,1
4821480,GRANDFALLS-ROYALTY ISD,TX,43,157,98,,1
4821540,GRANDVIEW ISD,TX,42,1373,468,,1
4821560,GRANDVIEW-HOPKINS ISD,TX,43,49,,,1
4821590,GRANGER ISD,TX,42,580,298,,1
4821600,GRAPE CREEK ISD,TX,41,1196,780,,1
4821630,GRAPELAND ISD,TX,43,574,311,,1
4821660,GRAPEVINE-COLLEYVILLE ISD,TX,13,13541,2598,,1
4821720,GREENVILLE ISD,TX,32,5583,4667,,1
4821750,GREENWOOD ISD,TX,42,3373,1162,,1
4821780,GREGORY-PORTLAND ISD,TX,21,5024,2424,,1
4821810,GROESBECK ISD,TX,43,1495,975,,1
4821840,GROOM ISD,TX,43,130,32,,1
4821900,GROVETON ISD,TX,43,754,466,,1
4821930,GRUVER ISD,TX,43,409,161,,1
4821960,GUNTER ISD,TX,42,1156,207,,1
4821990,GUSTINE ISD,TX,43,136,109,,1
4822020,GUTHRIE CSD,TX,43,93,,,1
4822050,HALE CENTER ISD,TX,42,561,435,,1
4822120,HALLETTSVILLE ISD,TX,43,1176,409,,1
4822140,HALLSBURG ISD,TX,42,131,82,,1
4822170,HALLSVILLE ISD,TX,22,24602,2113,,1
4822230,HAMILTON ISD,TX,43,823,469,,1
4822260,HAMLIN COLLEGIATE ISD,TX,43,402,278,,1
4822320,HAMSHIRE-FANNETT ISD,TX,41,2006,707,,1
4822350,HAPPY ISD,TX,42,253,70,,1
4822380,HARDIN ISD,TX,42,1257,756,,1
4822410,HARDIN-JEFFERSON ISD,TX,42,2762,1087,,1
4822470,HARLANDALE ISD,TX,11,11546,9982,,1
4822500,HARLETON ISD,TX,42,705,380,,1
4822530,HARLINGEN CISD,TX,13,16471,12630,,1
4822560,HARMONY ISD,TX,42,895,458,,1
4822590,HARPER ISD,TX,43,591,239,,1
4822620,HARROLD ISD,TX,43,154,74,,1
4822650,HART ISD,TX,43,206,178,,1
4822680,HARTLEY ISD,TX,43,236,148,,1
4822710,HARTS BLUFF ISD,TX,41,891,569,,1
4822740,HASKELL CISD,TX,43,544,389,,1
4822770,HAWKINS ISD,TX,42,811,480,,1
4822800,HAWLEY ISD,TX,42,773,347,,1
4822830,HEARNE ISD,TX,42,718,665,,1
4822850,HEDLEY ISD,TX,43,95,70,,1
4822890,HEMPHILL ISD,TX,43,788,462,,1
4822920,HEMPSTEAD ISD,TX,32,1585,1299,,1
4822970,HENDERSON ISD,TX,32,3245,2054,,1
4822980,HENRIETTA ISD,TX,42,886,404,,1
4823010,HEREFORD ISD,TX,32,3964,3190,,1
4823040,HERMLEIGH ISD,TX,42,258,119,,1
4823070,HICO ISD,TX,43,627,302,,1
4823100,HIDALGO ISD,TX,21,2918,2532,,1
4823160,HIGH ISLAND ISD,TX,43,132,75,,1
4823190,HIGHLAND ISD,TX,42,207,45,,1
4823250,HIGHLAND PARK ISD,TX,21,6350,,,1
4823280,HILLSBORO ISD,TX,41,1984,1455,,1
4823310,HITCHCOCK ISD,TX,22,2012,1555,,1
4823370,HOLLAND ISD,TX,42,646,235,,1
4823400,HOLLIDAY ISD,TX,42,1120,229,,1
4823430,HONDO ISD,TX,32,1727,1169,,1
4823460,HONEY GROVE ISD,TX,43,651,371,,1
4823490,HOOKS ISD,TX,42,914,489,,1
4823640,HOUSTON ISD,TX,11,176727,133304,,1
4823670,HOWE ISD,TX,41,1265,619,,1
4823700,HUBBARD ISD,TX,43,64,50,,1
4823730,HUBBARD ISD,TX,42,417,249,,1
4823760,HUCKABAY ISD,TX,42,327,33,,1
4823790,HUDSON ISD,TX,41,2777,1404,,1
4823820,HUFFMAN ISD,TX,41,3646,1463,,1
4823850,HUGHES SPRINGS ISD,TX,43,1090,526,,1
4823880,HULL-DAISETTA ISD,TX,42,429,290,,1
4823910,HUMBLE ISD,TX,21,48502,24453,,1
4823970,HUNT ISD,TX,42,196,79,,1
4824000,HUNTINGTON ISD,TX,42,1564,736,,1
4824030,HUNTSVILLE ISD,TX,32,10960,7192,,1
4824060,HURST-EULESS-BEDFORD ISD,TX,21,23262,13742,,1
4824100,HUTTO ISD,TX,21,10688,4397,,1
4824120,IDALOU ISD,TX,42,995,283,,1
4824150,INDUSTRIAL ISD,TX,42,1156,386,,1
4824180,INGLESIDE ISD,TX,41,2071,1387,,1
4824210,INGRAM ISD,TX,33,1351,865,,1
4824240,IOLA ISD,TX,42,626,252,,1
4824260,IOWA PARK CISD,TX,31,1904,746,,1
4824300,IRA ISD,TX,42,284,67,,1
4824330,IRAAN-SHEFFIELD COLLEGIATE ISD,TX,43,333,160,,1
4824360,IREDELL ISD,TX,43,144,100,,1
4824420,IRVING ISD,TX,11,30767,26220,,1
4824450,ITALY ISD,TX,42,597,296,,1
4824480,ITASCA ISD,TX,42,638,443,,1
4824530,JACKSBORO ISD,TX,43,1022,699,,1
4824590,JACKSONVILLE ISD,TX,41,4700,4140,,1
4824600,JARRELL ISD,TX,31,4157,2619,,1
4824630,JASPER ISD,TX,33,2070,1646,,1
4824660,JAYTON-GIRARD ISD,TX,43,169,61,,1
4824730,JEFFERSON ISD,TX,42,1125,823,,1
4824750,JIM HOGG COUNTY ISD,TX,43,967,800,,1
4824780,JIM NED CISD,TX,42,1639,305,,1
4824810,JOAQUIN ISD,TX,43,720,434,,1
4824840,JOHNSON CITY ISD,TX,42,707,217,,1
4824900,JONESBORO ISD,TX,43,337,185,,1
4824930,JOSHUA ISD,TX,31,6026,2679,,1
4824960,JOURDANTON ISD,TX,32,1554,769,,1
4824990,JUDSON ISD,TX,21,23539,16887,,1
4825020,JUNCTION ISD,TX,43,589,364,,1
4825110,KARNACK ISD,TX,42,119,102,,1
4825140,KARNES CITY ISD,TX,43,1021,623,,1
4825170,KATY ISD,TX,21,96111,41023,,1
4825200,KAUFMAN ISD,TX,32,4356,3152,,1
4825230,KEENE ISD,TX,31,1119,777,,1
4825260,KELLER ISD,TX,11,32042,10471,,1
4825290,KELTON ISD,TX,43,129,70,,1
4825320,KEMP ISD,TX,42,1987,1460,,1
4825410,KENEDY COUNTY WIDE CSD,TX,43,126,,,1
4825440,KENEDY ISD,TX,43,758,629,,1
4825470,KENNARD ISD,TX,43,275,158,,1
4825500,KENNEDALE ISD,TX,21,2754,1652,,1
4825530,KERENS ISD,TX,42,657,484,,1
4825560,KERMIT ISD,TX,32,1339,945,,1
4825590,KERRVILLE ISD,TX,33,4600,2548,,1
4825620,KILGORE ISD,TX,31,3660,2628,,1
4825660,KILLEEN ISD,TX,12,42883,26516,,1
4825680,KINGSVILLE ISD,TX,32,2534,2127,,1
4825710,KIRBYVILLE CISD,TX,43,1439,776,,1
4825740,KLEIN ISD,TX,21,52437,28735,,1
4825790,KLONDIKE ISD,TX,43,261,56,,1
4825800,KNIPPA ISD,TX,42,408,186,,1
4825870,KNOX CITY-O'BRIEN CISD,TX,43,195,128,,1
4825890,KOPPERL ISD,TX,43,191,128,,1
4825920,KOUNTZE ISD,TX,42,1151,687,,1
4825950,KRESS ISD,TX,42,262,137,,1
4825980,KRUM ISD,TX,31,2542,996,,1
4826040,LA FERIA ISD,TX,22,2842,2350,,1
4826070,LA GLORIA ISD,TX,42,119,72,,1
4826100,LA GRANGE ISD,TX,33,1870,1055,,1
4826130,LA JOYA ISD,TX,21,22942,21167,,1
4826190,LA PORTE ISD,TX,21,7099,3427,,1
4826220,LAPOYNOR ISD,TX,42,479,224,,1
4826250,LA PRYOR ISD,TX,43,439,371,,1
4826280,LA VEGA ISD,TX,22,3093,2806,,1
4826310,LA VERNIA ISD,TX,42,3563,1005,,1
4826340,LA VILLA ISD,TX,31,512,483,,1
4826370,LACKLAND ISD,TX,21,1010,133,,1
4826400,LAGO VISTA ISD,TX,31,1887,509,,1
4826430,LAKE DALLAS ISD,TX,21,3717,1502,,1
4826470,LAKE TRAVIS ISD,TX,21,11008,570,,1
4826490,LAKE WORTH ISD,TX,21,3249,2911,,1
4826580,LAMAR CISD,TX,21,46786,20139,,1
4826610,LAMESA ISD,TX,33,1484,1157,,1
4826640,LAMPASAS ISD,TX,41,3640,1798,,1
4826670,LANCASTER ISD,TX,21,6822,5578,,1
4826700,LANEVILLE ISD,TX,42,139,103,,1
4826790,LAREDO ISD,TX,11,20271,19681,,1
4826850,LASARA ISD,TX,42,343,299,,1
4826910,LATEXO ISD,TX,42,550,293,,1
4826970,LAZBUDDIE ISD,TX,43,127,94,,1
4827000,LEAKEY ISD,TX,43,343,223,,1
4827030,LEANDER ISD,TX,21,42608,7066,,1
4827060,LEARY ISD,TX,41,119,113,,1
4827090,LEFORS ISD,TX,42,173,115,,1
4827120,LEGGETT ISD,TX,42,227,169,,1
4827180,LEON ISD,TX,43,758,411,,1
4827210,LEONARD ISD,TX,42,815,446,,1
4827240,LEVELLAND ISD,TX,32,2575,1802,,1
4827270,LEVERETTS CHAPEL ISD,TX,42,242,191,,1
4827300,LEWISVILLE ISD,TX,21,47876,17357,,1
4827330,LEXINGTON ISD,TX,43,1052,408,,1
4827390,LIBERTY-EYLAU ISD,TX,23,1937,1701,,1
4827420,LIBERTY HILL ISD,TX,41,9836,1755,,1
4827450,LIBERTY ISD,TX,32,2438,1366,,1
4827510,LINDALE ISD,TX,31,4606,2054,,1
4827540,LINDEN-KILDARE CISD,TX,43,617,387,,1
4827570,LINDSAY ISD,TX,42,507,43,,1
4827600,LINGLEVILLE ISD,TX,42,270,109,,1
4827630,LIPAN ISD,TX,43,478,246,,1
4827690,LITTLE CYPRESS-MAURICEVILLE CISD,TX,31,3320,1950,,1
4827720,LITTLE ELM ISD,TX,21,8036,3617,,1
4827750,LITTLEFIELD ISD,TX,32,1233,932,,1
4827780,LIVINGSTON ISD,TX,33,4016,2549,,1
4827810,LLANO ISD,TX,43,1968,1328,,1
4827870,LOCKHART ISD,TX,32,6753,5129,,1
4827890,LOCKNEY ISD,TX,43,391,297,,1
4827930,LOHN ISD,TX,43,123,75,,1
4827960,LOMETA ISD,TX,43,316,242,,1
4827990,LONDON ISD,TX,41,1808,350,,1
4828020,LONE OAK ISD,TX,42,1137,532,,1
4828110,LONGVIEW ISD,TX,13,8138,6704,,1
4828140,LOOP ISD,TX,43,150,73,,1
4828170,LORAINE ISD,TX,42,141,90,,1
4828200,LORENA ISD,TX,41,1817,518,,1
4828230,LORENZO ISD,TX,42,207,168,,1
4828290,LOS FRESNOS CISD,TX,22,10357,7954,,1
4828350,LOUISE ISD,TX,42,535,356,,1
4828380,LOVEJOY ISD,TX,21,4019,64,,1
4828410,LOVELADY ISD,TX,43,515,213,,1
4828500,LUBBOCK ISD,TX,11,24133,17313,,1
4828530,LUEDERS-AVOCA ISD,TX,42,88,53,,1
4828550,LUFKIN ISD,TX,33,6865,5961,,1
4828590,LULING ISD,TX,32,1443,1174,,1
4828620,LYFORD CISD,TX,32,1396,978,,1
4828650,LYTLE ISD,TX,42,1825,1312,,1
4828680,MABANK ISD,TX,32,4118,2847,,1
4828710,MADISONVILLE CISD,TX,43,2377,1677,,1
4828740,MAGNOLIA ISD,TX,41,14916,6977,,1
4828780,MALAKOFF ISD,TX,42,1511,1035,,1
4828800,MALONE ISD,TX,42,63,59,,1
4828830,MALTA ISD,TX,42,223,103,,1
4828890,MANOR ISD,TX,41,9961,7065,,1
4828920,MANSFIELD ISD,TX,21,35354,17033,,1
4828980,MARATHON ISD,TX,43,58,41,,1
4829010,MARBLE FALLS ISD,TX,41,4001,2615,,1
4829040,MARFA ISD,TX,43,194,191,,1
4829100,MARION ISD,TX,41,1709,638,,1
4829130,MARLIN ISD,TX,32,843,831,,1
4829160,MARSHALL ISD,TX,32,4957,3989,,1
4829190,MART ISD,TX,42,605,381,,1
4829220,MARTINS MILL ISD,TX,42,496,218,,1
4829250,MARTINSVILLE ISD,TX,43,313,177,,1
4829280,MASON ISD,TX,43,700,333,,1
4829370,MATAGORDA ISD,TX,43,109,62,,1
4829400,MATHIS ISD,TX,32,1429,1183,,1
4829460,MAUD ISD,TX,42,450,262,,1
4829520,MAY ISD,TX,43,243,127,,1
4829580,MAYPEARL ISD,TX,42,1209,381,,1
4829670,MCALLEN ISD,TX,12,19890,13931,,1
4829700,MCCAMEY ISD,TX,43,484,240,,1
4829760,MCDADE ISD,TX,42,377,207,,1
4829820,MCGREGOR ISD,TX,31,1495,854,,1
4829850,MCKINNEY ISD,TX,21,23296,8126,,1
4829880,MCLEAN ISD,TX,43,182,125,,1
4829910,MCLEOD ISD,TX,42,424,197,,1
4829940,MCMULLEN COUNTY ISD,TX,43,280,,,1
4830000,MEADOW ISD,TX,42,230,147,,1
4830030,MEDINA ISD,TX,43,243,141,,1
4830060,MEDINA VALLEY ISD,TX,41,9638,5153,,1
4830120,MELISSA ISD,TX,31,7735,744,,1
4830180,MEMPHIS ISD,TX,43,345,267,,1
4830210,MENARD ISD,TX,43,264,153,,1
4830250,MERCEDES ISD,TX,21,4207,3803,,1
4830300,MERIDIAN ISD,TX,43,382,289,,1
4830340,MERKEL ISD,TX,42,1090,502,,1
4830360,IRION COUNTY ISD,TX,42,334,95,,1
4830390,MESQUITE ISD,TX,21,37930,30788,,1
4830420,MEXIA ISD,TX,32,1846,1474,,1
4830450,MEYERSVILLE ISD,TX,42,176,61,,1
4830480,MIAMI ISD,TX,43,177,56,,1
4830570,MIDLAND ISD,TX,12,29651,17809,,1
4830600,MIDLOTHIAN ISD,TX,31,11356,3209,,1
4830640,MIDWAY ISD,TX,22,8824,3289,,1
4830660,MIDWAY ISD,TX,42,137,100,,1
4830690,MILANO ISD,TX,42,423,221,,1
4830720,MILDRED ISD,TX,42,838,392,,1
4830750,MILES ISD,TX,42,488,208,,1
4830780,MILFORD ISD,TX,42,258,167,,1
4830810,MILLER GROVE ISD,TX,43,310,128,,1
4830870,MILLSAP ISD,TX,42,1083,452,,1
4830930,MINEOLA ISD,TX,32,1753,973,,1
4830950,MINERAL WELLS ISD,TX,41,3303,2413,,1
4831040,MISSION CISD,TX,13,13765,11866,,1
4831170,MONAHANS-WICKETT-PYOTE ISD,TX,32,2181,1269,,1
4831200,MONTAGUE ISD,TX,42,163,87,,1
4831230,MONTE ALTO ISD,TX,42,819,690,,1
4831260,MONTGOMERY ISD,TX,41,9889,2622,,1
4831290,MOODY ISD,TX,42,751,472,,1
4831320,MORAN ISD,TX,43,115,97,,1
4831380,MORGAN ISD,TX,43,137,116,,1
4831410,MORGAN MILL ISD,TX,43,127,57,,1
4831470,MORTON ISD,TX,43,368,277,,1
4831500,MOTLEY COUNTY ISD,TX,43,179,95,,1
4831560,MOULTON ISD,TX,43,293,148,,1
4831620,MOUNT CALM ISD,TX,42,168,99,,1
4831650,MOUNT ENTERPRISE ISD,TX,43,501,287,,1
4831760,MOUNT PLEASANT ISD,TX,33,5153,4071,,1
4831770,MOUNT VERNON ISD,TX,43,1608,921,,1
4831860,MUENSTER ISD,TX,43,570,112,,1
4831890,MULESHOE ISD,TX,33,1330,1148,,1
4831920,MULLIN ISD,TX,43,132,53,,1
4831950,MUMFORD ISD,TX,42,598,421,,1
4831970,MUNDAY CISD,TX,43,421,264,,1
4832010,MURCHISON ISD,TX,42,169,120,,1
4832090,NACOGDOCHES ISD,TX,33,5766,4755,,1
4832130,NATALIA ISD,TX,42,1315,909,,1
4832160,NAVARRO ISD,TX,41,2702,1110,,1
4832190,NAVASOTA ISD,TX,32,3117,2436,,1
4832220,NAZARETH ISD,TX,43,243,32,,1
4832250,NECHES ISD,TX,42,337,165,,1
4832280,NEDERLAND ISD,TX,22,5317,2459,,1
4832310,NEEDVILLE ISD,TX,42,3650,1548,,1
4832340,NEW BOSTON ISD,TX,32,1108,892,,1
4832370,NEW BRAUNFELS ISD,TX,12,9893,3565,,1
4832400,NEW CANEY ISD,TX,21,19420,13881,,1
4832430,NEW DEAL ISD,TX,41,731,467,,1
4832460,NEW DIANA ISD,TX,42,1136,439,,1
4832490,NEW HOME ISD,TX,42,708,77,,1
4832610,NEW SUMMERFIELD ISD,TX,42,526,428,,1
4832640,NEW WAVERLY ISD,TX,41,1074,542,,1
4832700,NEWCASTLE ISD,TX,42,227,141,,1
4832730,NEWTON ISD,TX,43,934,708,,1
4832740,NIXON-SMILEY CISD,TX,43,1016,796,,1
4832790,NOCONA ISD,TX,43,785,454,,1
4832880,NORDHEIM ISD,TX,43,116,75,,1
4832910,NORMANGEE ISD,TX,42,661,327,,1
4832940,NORTH EAST ISD,TX,11,56420,28546,,1
4832970,NORTH HOPKINS ISD,TX,42,495,246,,1
4833010,NORTH LAMAR ISD,TX,33,2395,1215,,1
4833030,NORTH ZULCH ISD,TX,42,333,217,,1
4833090,NORTHSIDE ISD,TX,42,227,83,,1
4833120,NORTHSIDE ISD,TX,11,100208,49844,,1
4833180,NORTHWEST ISD,TX,11,32098,6632,,1
4833240,NUECES CANYON CISD,TX,43,240,185,,1
4833270,NURSERY ISD,TX,42,156,58,,1
4833340,OAKWOOD ISD,TX,43,203,173,,1
4833360,ODEM-EDROY ISD,TX,41,927,594,,1
4833390,O'DONNELL ISD,TX,43,253,162,,1
4833420,OGLESBY ISD,TX,42,237,121,,1
4833570,OLFEN ISD,TX,43,145,100,,1
4833630,OLNEY ISD,TX,43,691,384,,1
4833660,OLTON ISD,TX,43,612,411,,1
4833690,ONALASKA ISD,TX,43,1196,772,,1
4833720,ORANGE GROVE ISD,TX,42,1648,1022,,1
4833780,ORANGEFIELD ISD,TX,41,1781,549,,1
4833840,ORE CITY ISD,TX,42,788,510,,1
4833870,OVERTON ISD,TX,42,523,334,,1
4833900,PADUCAH ISD,TX,43,156,105,,1
4833960,PAINT CREEK ISD,TX,43,111,71,,1
4833980,PAINT ROCK ISD,TX,43,299,166,,1
4834020,PALACIOS ISD,TX,43,1265,927,,1
4834050,PALESTINE ISD,TX,32,3186,2568,,1
4834110,PALMER ISD,TX,42,1352,699,,1
4834140,PALO PINTO ISD,TX,42,94,42,,1
4834170,PAMPA ISD,TX,33,3141,1959,,1
4834230,PANHANDLE ISD,TX,42,620,115,,1
4834260,PARADISE ISD,TX,42,1331,393,,1
4834290,PARIS ISD,TX,33,3832,2946,,1
4834320,PASADENA ISD,TX,12,46491,38074,,1
4834380,PATTON SPRINGS ISD,TX,43,88,74,,1
4834410,PAWNEE ISD,TX,43,630,524,,1
4834440,PEARLAND ISD,TX,21,20862,7677,,1
4834470,PEARSALL ISD,TX,33,1953,1626,,1
4834500,PEASTER ISD,TX,42,1776,538,,1
4834550,PECOS-BARSTOW-TOYAH ISD,TX,33,2919,1845,,1
4834560,PENELOPE ISD,TX,42,216,109,,1
